ERROR: LoadError: DimensionMismatch("arrays could not be broadcast to a common size; got a dimension with lengths 23 and 20")
Stacktrace:
 [1] MCMC(::String, ::Array{Float64,1}, ::Float64, ::Int64, ::Int64, ::Int64, ::Array{Int64,1}, ::Array{Float64,1}, ::Array{Float64,1}, ::Array{Float64,1}, ::Bool, ::Bool) at ./broadcast.jl:490
 [2] p4_mcmc() at ./util.jl:155
 [3] top-level scope at /Users/bethleelindor/work/washington/ttv_project/ttv_ss/full_run.jl:87
 [4] include at ./boot.jl:328 [inlined]
 [5] include_relative(::Module, ::String) at ./loading.jl:1105
 [6] include(::Module, ::String) at ./Base.jl:31
 [7] exec_options(::Base.JLOptions) at ./client.jl:287
 [8] _start() at ./client.jl:460
in expression starting at /Users/bethleelindor/work/washington/ttv_project/ttv_ss/full_run.jl:70
args = ["full", "90.0", "15", "pppp"]
Period: 547.8749999999998 log Prob: -76.58918857188867 Param: [4.844542577751533e-6, 224.70075989970425, 2.4335037686423557e6, -0.03195746475017877, 0.001955568126203825, 2.349304678478138e-6, 365.27290093475807, 2.433624346571781e6, -0.006387249082349978, -0.0035731654616598415, 2.479535735660784e-8, 547.8749999999998, 2.4361628099617586e6, 0.009946225788016369, 0.010053985834393845, -7.036587894511813e-6, 3788.532123071388, 2.449740753912241e6, 14.550807498466883, 2.6609294685731477]
Period: 554.57857456046 log Prob: -67.8134450062167 Param: [4.916488697730531e-6, 224.7007485986757, 2.4335037689634534e6, -0.03426159600474034, 0.018839859810881786, 2.3999608258450513e-6, 365.2580219769135, 2.433624397049535e6, -0.004601759076906078, 0.0008722159352224533, 2.4627521525523616e-6, 554.57857456046, 2.4361913621084974e6, -0.0016932136745135484, 0.0018576883382185208, 0.002271698249008776, 3396.33895034164, 2.4385500629959013e6, 0.1042544820433163, -0.0016914071724960565]
Period: 561.3641713192087 log Prob: -68.35691975636188 Param: [5.85282217817953e-6, 224.70075014563693, 2.43350376892599e6, -0.03386843032811397, 0.01784561091660949, 2.4088925624204157e-6, 365.2568265872713, 2.4336244047740093e6, -0.006681721419791995, 0.0038035146651524735, 1.2525077245646484e-6, 561.3641713192087, 2.4364994435624434e6, 0.00722039807750592, -0.0020514385979234183, 0.0020576830976865184, 3376.883137610538, 2.4385510008945274e6, 0.09666064769090305, -0.0016274938221656047]
Period: 568.2327938663394 log Prob: -68.78749394529866 Param: [6.258152387667429e-6, 224.70075276279564, 2.433503768871876e6, -0.0322178871567626, 0.01796860239987166, 2.361017192824616e-6, 365.25660787105187, 2.433624406285071e6, -0.008482194811684647, 0.006449616604737269, 1.4639841782981711e-6, 568.2327938663394, 2.4365123461572435e6, 0.007524936387959841, -6.18551425002523e-5, 0.0018750560224525235, 3460.6230875653664, 2.438635737961492e6, 0.08596719795016372, 0.00270430622903387]
Period: 575.1854580714615 log Prob: -68.5445377146225 Param: [6.8721980873516605e-6, 224.70075695597734, 2.4335037688038265e6, -0.031971207577793974, 0.01800169337861446, 2.3362334737080136e-6, 365.25652522541435, 2.433624406898026e6, -0.012360751687607557, 0.011737198695210038, 2.114473572305924e-6, 575.1854580714615, 2.4365285686893137e6, 0.0036825502573040337, 0.0012021004649673081, 0.0016516616440752218, 3590.896353603402, 2.4387429473404954e6, 0.07153626440800721, 0.018641135665738957]
Period: 582.2231922339521 log Prob: -68.1057895186091 Param: [6.3379777034650866e-6, 224.70076304382906, 2.4335037686870387e6, -0.039774380468579104, 0.01044570221431142, 2.3551272103285174e-6, 365.25642644325035, 2.4336244077292755e6, -0.013802789697422374, 0.010932150416879208, 1.7874929467553504e-6, 582.2231922339521, 2.4359781935876515e6, -0.017432955284498543, 0.005236933401626236, 0.0012762109106617518, 3533.27807297832, 2.438567363997976e6, 0.03835043127186596, 0.011061671626021093]
Period: 589.3470372350371 log Prob: -70.13166985947272 Param: [5.280876092208538e-6, 224.70076138026837, 2.433503768722123e6, -0.03510307951706901, 0.02441011949928512, 2.4201823810178606e-6, 365.2564929160454, 2.4336244072730546e6, 0.0005993240859063241, 0.013201472194847992, 1.2236158892453801e-6, 589.3470372350371, 2.436640445012444e6, 0.032243881202632385, 0.025403982390740102, 0.001279254127459626, 3351.179116138262, 2.4385266836865493e6, 0.06165152583195237, -6.467337141681288e-6]
Period: 596.5580466917398 log Prob: -65.82243038225634 Param: [2.7988140466149706e-6, 224.7007487779759, 2.433503768974928e6, -0.15418924200313613, 0.09434832289547766, 1.9396615666870936e-6, 365.25639454524855, 2.433624408125619e6, -0.1011885599410893, 0.052781265780048055, 2.5320497503285564e-6, 596.5580466917398, 2.436142167361128e6, -0.05226344333717417, 0.040772195439870346, 0.0006277614523536882, 3224.5893190010647, 2.438442145044126e6, 0.035559982570003285, -0.008560126646384766]
Period: 603.8572871127128 log Prob: -66.82181100697818 Param: [3.0259165913907438e-6, 224.7007502731608, 2.433503768931395e6, -0.1270364924607436, 0.07059290994827525, 2.1234335153804508e-6, 365.25666121874275, 2.4336244066884997e6, -0.08136530561273736, 0.04024486326694454, 3.0669200114492956e-6, 603.8572871127128, 2.4361392500546733e6, -0.06378329392221828, 0.04660839222892958, 0.0006906989623637053, 3221.573106712214, 2.4384489572959077e6, 0.018963371494580484, -0.01951498795066806]
Period: 611.2458380559699 log Prob: -66.94186032064499 Param: [4.223459941082185e-6, 224.70075117984678, 2.433503768805009e6, -0.09795813357271917, 0.013912866735136713, 2.2088882047681277e-6, 365.25787192607856, 2.433624404218215e6, -0.05640111070881006, 0.009752969459859259, 3.959042341286217e-6, 611.2458380559699, 2.436435076023502e6, 0.023175300173551714, -0.05161033924501258, 0.0006688734649937812, 3615.2264717864446, 2.4385836429764205e6, 0.019228942718551485, -0.05487641083855718]
